Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
Miami,6.0,6.0,Hamilton,Gasly,1.0,,Yes
Miami,6.0,10.0,Schumacher,Tsunoda,1.0,,Replay
Miami,6.0,11.0,Magnussen,Tsunoda,7.0,,
Miami,7.0,14.0,Albon,Russell,17.0,,
Miami,8.0,14.0,Russell,Albon,2.0,,
Miami,9.0,1.0,Verstappen,Leclerc,1.0,,Yes
Miami,10.0,12.0,Ricciardo,Tsunoda,1.0,,Replay
Miami,13.0,11.0,Russell,Ricciardo,17.0,,Replay
Miami,15.0,14.0,Stroll,Latifi,11.0,,
Miami,16.0,16.0,Magnussen,Latifi,17.0,,Yes
Miami,16.0,15.0,Vettel,Latifi,13.0,,Yes
Miami,17.0,16.0,Schumacher,Latifi,11.0,,
Miami,19.0,13.0,Vettel,Norris,4.0,,Yes
Miami,19.0,14.0,Magnussen,Norris,7.0,,Yes
Miami,19.0,15.0,Schumacher,Norris,17.0,,Yes
Miami,19.0,18.0,Albon,Tsunoda,11.0,,
Miami,24.0,18.0,Tsunoda,Latifi,11.0,,
Miami,27.0,13.0,Magnussen,Vettel,7.0,,
Miami,30.0,13.0,Vettel,Magnussen,17.0,,Yes
Miami,31.0,12.0,Magnussen,Vettel,11.0,,
Miami,31.0,13.0,Schumacher,Vettel,11.0,,
Miami,34.0,12.0,Schumacher,Magnussen,17.0,,Yes
Miami,35.0,14.0,Norris,Vettel,8.0,,Yes
Miami,39.0,10.0,Stroll,Gasly,3.0,,Yes
Miami,40.0,11.0,Schumacher,Gasly,8.0,,Yes
Miami,40.0,12.0,Magnussen,Gasly,8.0,,Yes
Miami,40.0,13.0,Norris,Gasly,8.0,,Yes
Miami,47.0,12.0,Vettel,Stroll,2.0,,
Miami,47.0,13.0,Ricciardo,Stroll,3.0,,
Miami,47.0,13.0,Vettel,Magnussen,2.0,,
Miami,47.0,14.0,Magnussen,Stroll,1.0,,
Miami,47.0,14.0,Ricciardo,Magnussen,3.0,,
Miami,49.0,5.0,Hamilton,Bottas,17.0,,Yes
Miami,49.0,6.0,Russell,Bottas,17.0,,Yes
Miami,49.0,11.0,Vettel,Albon,17.0,,
Miami,49.0,13.0,Magnussen,Ricciardo,11.0,,
Miami,49.0,14.0,Stroll,Magnussen,17.0,,
Miami,49.0,16.0,Tsunoda,Latifi,11.0,,
Miami,50.0,14.0,Magnussen,Stroll,3.0,,
Miami,52.0,3.0,Perez,Sainz,1.0,,Yes
Miami,52.0,3.0,Sainz,Perez,1.0,,Yes
Miami,53.0,9.0,Vettel,Ocon,17.0,,Replay
Miami,53.0,10.0,Vettel,Schumacher,17.0,,Replay
Miami,54.0,5.0,Russell,Hamilton,11.0,,Replay
Miami,54.0,11.0,Magnussen,Ricciardo,7.0,,
Miami,54.0,12.0,Stroll,Ricciardo,11.0,,
Miami,56.0,12.0,Stroll,Magnussen,11.0,,
Miami,57.0,13.0,Tsunoda,Magnussen,6.0,,
Spain,3.0,16.0,Zhou,Albon,7.0,,
Spain,4.0,6.0,Bottas,Schumacher,1.0,,Replay
Spain,5.0,8.0,Ocon,Ricciardo,1.0,,Yes
Spain,5.0,14.0,Alonso,Stroll,1.0,,
Spain,6.0,7.0,Ocon,Schumacher,1.0,,Yes
Spain,6.0,15.0,Zhou,Stroll,1.0,,
Spain,7.0,10.0,Tsunoda,Sainz,5.0,,Yes
Spain,7.0,13.0,Alonso,Vettel,1.0,,Yes
Spain,9.0,8.0,Norris,Ricciardo,1.0,,Replay
Spain,9.0,12.0,Alonso,Gasly,1.0,,
Spain,10.0,7.0,Norris,Schumacher,1.0,,
Spain,11.0,9.0,Tsunoda,Ricciardo,1.0,,Replay
Spain,14.0,9.0,Sainz,Norris,1.0,,Yes
Spain,14.0,11.0,Tsunoda,Alonso,1.0,,
Spain,15.0,5.0,Bottas,Vettel,10.0,,
Spain,16.0,17.0,Stroll,Albon,1.0,,
Spain,17.0,6.0,Ocon,Vettel,1.0,,
Spain,18.0,7.0,Sainz,Vettel,1.0,,PiP
Spain,19.0,12.0,Schumacher,Ricciardo,1.0,,Replay
Spain,21.0,18.0,Latifi,Albon,1.0,,
Spain,22.0,13.0,Zhou,Gasly,1.0,,
Spain,24.0,5.0,Sainz,Ocon,1.0,,
Spain,24.0,18.0,Hamilton,Albon,5.0,,
Spain,25.0,17.0,Hamilton,Latifi,4.0,,
Spain,27.0,14.0,Stroll,Gasly,1.0,,Replay
Spain,27.0,16.0,Hamilton,Stroll,4.0,,
Spain,29.0,15.0,Stroll,Magnussen,10.0,,
Spain,30.0,12.0,Hamilton,Vettel,1.0,,
Spain,31.0,1.0,Perez,Russell,1.0,,Yes
Spain,31.0,3.0,Verstappen,Bottas,12.0,,Yes
Spain,34.0,10.0,Alonso,Tsunoda,1.0,,Yes
Spain,39.0,8.0,Norris,Vettel,1.0,,Yes
Spain,40.0,17.0,Magnussen,Albon,1.0,,Yes
Spain,45.0,13.0,Vettel,Gasly,1.0,,Yes
Spain,47.0,6.0,Sainz,Ocon,1.0,,Replay
Spain,51.0,6.0,Hamilton,Ocon,1.0,,Yes
Spain,51.0,16.0,Stroll,Magnussen,1.0,,Replay
Spain,53.0,3.0,Russell,Bottas,1.0,,Replay
Spain,55.0,9.0,Alonso,Schumacher,1.0,,Replay
Spain,56.0,10.0,Tsunoda,Schumacher,1.0,,Yes
Spain,58.0,4.0,Sainz,Bottas,1.0,,Yes
Spain,58.0,5.0,Hamilton,Bottas,3.0,,Yes
Spain,59.0,11.0,Vettel,Schumacher,1.0,,
Spain,60.0,4.0,Hamilton,Sainz,1.0,,Yes
Spain,62.0,16.0,Latifi,Magnussen,1.0,,Yes
Spain,64.0,12.0,Ricciardo,Schumacher,1.0,,
Spain,65.0,4.0,Sainz,Hamilton,1.0,,Yes
Spain,65.0,13.0,Gasly,Schumacher,1.0,,
Monaco,12.0,13.0,Gasly,Zhou,Mirabeau,,Yes
Monaco,13.0,12.0,Gasly,Ricciardo,Swimming Pool,,Yes
Monaco,17.0,14.0,Vettel,Zhou,Anthony Noghes,,
Monaco,17.0,17.0,Tsunoda,Schumacher,Mirabeau,,
Monaco,17.0,18.0,Stroll,Schumacher,Mirabeau,,
Monaco,19.0,11.0,Gasly,Magnussen,Tunnel,,
Monaco,19.0,13.0,Vettel,Ricciardo,Mirabeau,,
Monaco,19.0,16.0,Stroll,Tsunoda,Rascasse,,
Monaco,20.0,19.0,Schumacher,Latifi,Mirabeau,,
Monaco,21.0,16.0,Albon,Zhou,Anthony Noghes,,
Monaco,22.0,9.0,Vettel,Gasly,Rascasse,,
Monaco,23.0,5.0,Russell,Norris,Beau Rivage,,
Monaco,49.0,16.0,Latifi,Zhou,Swimming Pool,,
Azerbaijan,2.0,17.0,Magnussen,Stroll,1.0,,Yes
Azerbaijan,3.0,16.0,Magnussen,Bottas,1.0,,
Azerbaijan,6.0,15.0,Magnussen,Albon,1.0,,Replay
Azerbaijan,13.0,14.0,Zhou,Stroll,Finish Line,,Replay
Azerbaijan,15.0,1.0,Verstappen,Perez,1.0,,Yes
Azerbaijan,15.0,13.0,Zhou,Bottas,Finish Line,,Replay
Azerbaijan,15.0,15.0,Magnussen,Stroll,1.0,,
Azerbaijan,17.0,14.0,Magnussen,Bottas,1.0,,Yes
Azerbaijan,18.0,9.0,Hamilton,Ocon,3.0,,Yes
Azerbaijan,19.0,15.0,Alonso,Stroll,Finish Line,,
Azerbaijan,20.0,14.0,Alonso,Bottas,Finish Line,,
Azerbaijan,21.0,4.0,Gasly,Ricciardo,Finish Line,,Yes
Azerbaijan,21.0,15.0,Albon,Norris,3.0,,
Azerbaijan,22.0,7.0,Tsunoda,Ocon,3.0,,Replay
Azerbaijan,25.0,8.0,Vettel,Ocon,3.0,,Yes
Azerbaijan,26.0,5.0,Hamilton,Ricciardo,3.0,,Yes
Azerbaijan,26.0,10.0,Alonso,Magnussen,1.0,,Replay
Azerbaijan,27.0,9.0,Alonso,Ocon,1.0,,Yes
Azerbaijan,27.0,14.0,Norris,Albon,3.0,,Yes
Azerbaijan,28.0,13.0,Norris,Stroll,3.0,,Yes
Azerbaijan,31.0,12.0,Norris,Bottas,3.0,,Yes
Azerbaijan,36.0,5.0,Hamilton,Tsunoda,1.0,,Yes
Azerbaijan,44.0,4.0,Hamilton,Gasly,3.0,,Yes
Canada,2.0,17.0,Leclerc,Gasly,1.0,,
Canada,3.0,2.0,Sainz,Alonso,13.0,,Yes
Canada,3.0,6.0,Russell,Ocon,10.0,,
Canada,3.0,16.0,Leclerc,Stroll,13.0,,
Canada,4.0,9.0,Zhou,Ricciardo,13.0,,Replay
Canada,5.0,5.0,Russell,Magnussen,10.0,,Yes
Canada,12.0,5.0,Hamilton,Ocon,1.0,,Yes
Canada,13.0,12.0,Leclerc,Norris,13.0,,Yes
Canada,15.0,2.0,Verstappen,Alonso,13.0,,Yes
Canada,15.0,18.0,Magnussen,Latifi,6.0,,
Canada,17.0,10.0,Bottas,Albon,13.0,,Yes
Canada,17.0,11.0,Leclerc,Albon,Finish Line,,Yes
Canada,19.0,7.0,Zhou,Schumacher,8.0,,Yes
Canada,21.0,7.0,Leclerc,Bottas,13.0,,PiP
Canada,21.0,17.0,Norris,Latifi,13.0,,
Canada,22.0,2.0,Sainz,Alonso,13.0,,Yes
Canada,23.0,3.0,Hamilton,Alonso,13.0,,Yes
Canada,30.0,13.0,Vettel,Gasly,13.0,,
Canada,43.0,11.0,Leclerc,Ricciardo,8.0,,Replay
Canada,44.0,2.0,Verstappen,Hamilton,13.0,,Yes
Canada,44.0,10.0,Leclerc,Tsunoda,13.0,,Yes
Canada,46.0,11.0,Ricciardo,Tsunoda,13.0,,Replay
Canada,47.0,7.0,Leclerc,Stroll,13.0,,Yes
Canada,47.0,8.0,Leclerc,Zhou,1.0,,Yes
Canada,57.0,9.0,Zhou,Vettel,1.0,,Replay
Canada,57.0,10.0,Ricciardo,Vettel,13.0,,
Canada,57.0,12.0,Stroll,Magnussen,1.0,,
Canada,57.0,13.0,Albon,Magnussen,13.0,,
Canada,57.0,14.0,Albon,Gasly,1.0,,
Canada,58.0,6.0,Leclerc,Alonso,10.0,,Replay
Canada,58.0,14.0,Gasly,Magnussen,1.0,,
Canada,58.0,15.0,Norris,Magnussen,12.0,,
Canada,59.0,16.0,Latifi,Magnussen,13.0,,
Canada,60.0,5.0,Leclerc,Ocon,10.0,,Replay
Canada,63.0,10.0,Stroll,Ricciardo,13.0,,PiP
Great Britain,4.0,10.0,Ocon,Latifi,Village,,
Great Britain,4.0,12.0,Bottas,Ricciardo,Brooklands,,Background
Great Britain,4.0,16.0,Schumacher,Stroll,Copse,,
Great Britain,5.0,7.0,Alonso,Gasly,Stowe,,
Great Britain,6.0,4.0,Hamilton,Norris,Brooklands,,Yes
Great Britain,7.0,16.0,Perez,Vettel,Village,,
Great Britain,12.0,1.0,Sainz,Verstappen,Stowe,,Yes
Great Britain,13.0,15.0,Perez,Tsunoda,Stowe,,
Great Britain,15.0,11.0,Schumacher,Magnussen,Brooklands,,
Great Britain,18.0,12.0,Perez,Magnussen,Stowe,,
Great Britain,20.0,8.0,Perez,Ricciardo,Stowe,,
Great Britain,24.0,7.0,Vettel,Verstappen,Loop,,Yes
Great Britain,29.0,9.0,Ocon,Latifi,Brooklands,,PiP
Great Britain,32.0,10.0,Schumacher,Latifi,Brooklands,,PiP
Great Britain,33.0,11.0,Magnussen,Latifi,Brooklands,,
Great Britain,36.0,8.0,Ocon,Verstappen,Stowe,,Yes
Great Britain,43.0,1.0,Sainz,Leclerc,Aintree,,Yes
Great Britain,43.0,3.0,Perez,Hamilton,Aintree,,Replay
Great Britain,43.0,8.0,Verstappen,Magnussen,Brooklands,,
Great Britain,43.0,9.0,Schumacher,Magnussen,Copse,,
Great Britain,44.0,7.0,Verstappen,Vettel,Loop,,
Great Britain,45.0,2.0,Hamilton,Perez,Club,,Yes
Great Britain,45.0,3.0,Hamilton,Leclerc,Club,,Yes
Great Britain,45.0,3.0,Perez,Leclerc,Club,,Yes
Great Britain,45.0,8.0,Schumacher,Vettel,Brooklands,,
Great Britain,46.0,2.0,Perez,Hamilton,Village,,Yes
Great Britain,46.0,3.0,Leclerc,Hamilton,Loop,,Yes
Great Britain,48.0,3.0,Hamilton,Leclerc,Luffield,,Yes
Great Britain,48.0,3.0,Leclerc,Hamilton,Copse,,Yes
Great Britain,48.0,3.0,Hamilton,Leclerc,Stowe,,Yes
Great Britain,49.0,11.0,Stroll,Latifi,Stowe,,
Austria Sprint,3.0,16.0,Latifi,Tsunoda,3.0,,
Austria Sprint,4.0,10.0,Hamilton,Albon,1.0,,Yes
Austria Sprint,5.0,5.0,Magnussen,Ocon,3.0,,Yes
Austria Sprint,5.0,5.0,Ocon,Magnussen,3.0,,Yes
Austria Sprint,6.0,11.0,Norris,Albon,3.0,,
Austria Sprint,6.0,11.0,Albon,Norris,4.0,,
Austria Sprint,6.0,11.0,Norris,Albon,9.0,,
Austria Sprint,6.0,16.0,Tsunoda,Latifi,4.0,,
Austria Sprint,7.0,2.0,Sainz,Leclerc,3.0,,Replay
Austria Sprint,7.0,2.0,Leclerc,Sainz,3.0,,Replay
Austria Sprint,7.0,12.0,Ricciardo,Albon,3.0,,
Austria Sprint,8.0,9.0,Hamilton,Bottas,3.0,,Yes
Austria Sprint,8.0,17.0,Gasly,Latifi,3.0,,
Austria Sprint,9.0,7.0,Perez,Schumacher,3.0,,Yes
Austria Sprint,9.0,18.0,Zhou,Latifi,3.0,,
Austria Sprint,10.0,6.0,Perez,Magnussen,3.0,,Yes
Austria Sprint,12.0,5.0,Perez,Ocon,3.0,,
Austria Sprint,15.0,15.0,Gasly,Tsunoda,3.0,,
Austria Sprint,15.0,15.0,Tsunoda,Gasly,4.0,,
Austria Sprint,16.0,16.0,Zhou,Tsunoda,3.0,,
Austria Sprint,21.0,8.0,Hamilton,Schumacher,3.0,,Yes
Austria Sprint,21.0,15.0,Zhou,Gasly,3.0,,
Austria,2.0,14.0,Tsunoda,Zhou,3.0,,
Austria,2.0,17.0,Alonso,Vettel,6.0,,
Austria,4.0,7.0,Schumacher,Hamilton,3.0,,Replay
Austria,5.0,9.0,Norris,Ricciardo,3.0,,
Austria,12.0,1.0,Leclerc,Verstappen,4.0,,Yes
Austria,14.0,5.0,Hamilton,Schumacher,7.0,,Yes
Austria,15.0,4.0,Hamilton,Magnussen,4.0,,Yes
Austria,15.0,16.0,Gasly,Bottas,4.0,,
Austria,15.0,18.0,Russell,Latifi,3.0,,
Austria,16.0,5.0,Verstappen,Schumacher,3.0,,Yes
Austria,17.0,17.0,Russell,Bottas,4.0,,
Austria,18.0,3.0,Verstappen,Hamilton,4.0,,Yes
Austria,19.0,13.0,Schumacher,Ricciardo,3.0,,Replay
Austria,20.0,9.0,Ocon,Vettel,3.0,,Replay
Austria,21.0,15.0,Russell,Gasly,3.0,,
Austria,22.0,7.0,Ocon,Zhou,4.0,,Yes
Austria,23.0,6.0,Ocon,Tsunoda,3.0,,Yes
Austria,24.0,8.0,Magnussen,Zhou,1.0,,Yes
Austria,24.0,8.0,Alonso,Zhou,1.0,,Yes
Austria,24.0,9.0,Zhou,Alonso,1.0,,Yes
Austria,24.0,9.0,Alonso,Zhou,3.0,,Yes
Austria,24.0,9.0,Magnussen,Alonso,1.0,,Yes
Austria,24.0,9.0,Norris,Alonso,3.0,,Yes
Austria,24.0,10.0,Norris,Zhou,3.0,,Yes
Austria,24.0,11.0,Schumacher,Zhou,3.0,,Background
Austria,24.0,13.0,Russell,Albon,4.0,,
Austria,25.0,10.0,Schumacher,Alonso,4.0,,Yes
Austria,26.0,7.0,Magnussen,Tsunoda,4.0,,
Austria,27.0,8.0,Schumacher,Norris,3.0,,Replay
Austria,29.0,10.0,Russell,Ricciardo,3.0,,Replay
Austria,30.0,4.0,Hamilton,Ocon,3.0,,Yes
Austria,30.0,15.0,Vettel,Latifi,4.0,,
Austria,32.0,6.0,Schumacher,Magnussen,9.0,,Replay
Austria,32.0,16.0,Tsunoda,Latifi,3.0,,
Austria,32.0,17.0,Alonso,Latifi,3.0,,
Austria,32.0,18.0,Zhou,Latifi,6.0,,
Austria,33.0,1.0,Leclerc,Verstappen,1.0,,Yes
Austria,33.0,16.0,Alonso,Tsunoda,4.0,,Replay
Austria,37.0,13.0,Vettel,Bottas,6.0,,
Austria,37.0,17.0,Zhou,Tsunoda,3.0,,
Austria,39.0,12.0,Vettel,Gasly,4.0,,Replay
Austria,40.0,12.0,Alonso,Stroll,3.0,,
Austria,41.0,7.0,Norris,Magnussen,3.0,,Yes
Austria,42.0,11.0,Russell,Zhou,3.0,,Yes
Austria,44.0,8.0,Russell,Stroll,7.0,,Yes
Austria,44.0,9.0,Russell,Schumacher,3.0,,Yes
Austria,44.0,11.0,Magnussen,Zhou,6.0,,
Austria,44.0,15.0,Albon,Vettel,3.0,,
Austria,45.0,8.0,Schumacher,Stroll,1.0,,Yes
Austria,45.0,8.0,Stroll,Schumacher,3.0,,Yes
Austria,46.0,12.0,Norris,Tsunoda,4.0,,Yes
Austria,47.0,8.0,Schumacher,Stroll,3.0,,Yes
Austria,47.0,9.0,Magnussen,Stroll,3.0,,Yes
Austria,50.0,17.0,Zhou,Vettel,4.0,,
Austria,53.0,1.0,Leclerc,Verstappen,3.0,,Yes
Austria,54.0,6.0,Russell,Alonso,3.0,,Yes
Austria,54.0,16.0,Zhou,Tsunoda,4.0,,
Austria,61.0,4.0,Russell,Ocon,3.0,,Replay
Austria,61.0,13.0,Alonso,Stroll,3.0,,
Austria,62.0,7.0,Norris,Magnussen,4.0,,Yes
Austria,62.0,12.0,Alonso,Gasly,2.0,,
Austria,64.0,10.0,Bottas,Albon,4.0,,Yes
Austria,64.0,13.0,Stroll,Gasly,4.0,,Replay
Austria,67.0,11.0,Alonso,Albon,3.0,,Replay
Austria,67.0,14.0,Zhou,Gasly,4.0,,
Austria,67.0,16.0,Vettel,Tsunoda,3.0,,
Austria,70.0,10.0,Alonso,Bottas,3.0,,
France,2.0,12.0,Magnussen,Albon,11.0,,
France,2.0,16.0,Sainz,Bottas,8.0,,Background
France,2.0,17.0,Sainz,Latifi,1.0,,
France,3.0,5.0,Russell,Alonso,8.0,,
France,3.0,15.0,Sainz,Gasly,1.0,,
France,4.0,14.0,Sainz,Schumacher,11.0,,
France,5.0,13.0,Sainz,Albon,8.0,,Background
France,7.0,8.0,Ocon,Ricciardo,8.0,,
France,8.0,12.0,Sainz,Magnussen,8.0,,
France,12.0,11.0,Sainz,Vettel,1.0,,PiP
France,13.0,12.0,Sainz,Stroll,8.0,,Yes
France,14.0,15.0,Latifi,Bottas,8.0,,
France,17.0,6.0,Verstappen,Norris,11.0,,Replay
France,17.0,9.0,Sainz,Ricciardo,8.0,,Yes
France,21.0,6.0,Sainz,Norris,8.0,,Yes
France,21.0,7.0,Sainz,Ricciardo,1.0,,Yes
France,22.0,5.0,Sainz,Alonso,8.0,,Yes
France,22.0,16.0,Magnussen,Zhou,1.0,,
France,23.0,15.0,Magnussen,Latifi,11.0,,
France,30.0,4.0,Sainz,Russell,10.0,,Yes
France,36.0,13.0,Gasly,Magnussen,8.0,,Replay
France,37.0,14.0,Latifi,Magnussen,10.0,,
France,37.0,14.0,Magnussen,Latifi,11.0,,
France,39.0,11.0,Vettel,Albon,1.0,,Replay
France,41.0,3.0,Sainz,Perez,14.0,,Yes
France,43.0,8.0,Sainz,Ocon,12.0,,PiP
France,44.0,7.0,Sainz,Ricciardo,1.0,,PiP
France,45.0,6.0,Sainz,Norris,11.0,,Replay
France,45.0,8.0,Ocon,Ricciardo,10.0,,Replay
France,47.0,5.0,Sainz,Alonso,11.0,,Yes
France,47.0,12.0,Gasly,Albon,1.0,,
France,50.0,3.0,Russell,Perez,13.0,,Yes
France,52.0,14.0,Bottas,Schumacher,1.0,,
Hungary,3.0,16.0,Vettel,Zhou,1.0,,
Hungary,5.0,7.0,Verstappen,Alonso,4.0,,Yes
Hungary,7.0,6.0,Verstappen,Ocon,1.0,,Yes
Hungary,7.0,8.0,Perez,Alonso,3.0,,Yes
Hungary,9.0,7.0,Perez,Ocon,1.0,,Yes
Hungary,9.0,17.0,Gasly,Latifi,1.0,,
Hungary,10.0,14.0,Vettel,Tsunoda,1.0,,
Hungary,12.0,4.0,Hamilton,Norris,1.0,,Yes
Hungary,12.0,5.0,Verstappen,Norris,2.0,,Yes
Hungary,13.0,6.0,Perez,Norris,1.0,,Yes
Hungary,13.0,15.0,Zhou,Tsunoda,1.0,,
Hungary,14.0,19.0,Magnussen,Tsunoda,2.0,,
Hungary,15.0,19.0,Tsunoda,Magnussen,1.0,,
Hungary,16.0,12.0,Norris,Latifi,1.0,,
Hungary,16.0,17.0,Stroll,Vettel,1.0,,
Hungary,17.0,14.0,Ricciardo,Albon,2.0,,
Hungary,18.0,4.0,Russell,Ocon,1.0,,Yes
Hungary,18.0,15.0,Stroll,Albon,2.0,,
Hungary,19.0,4.0,Sainz,Ocon,1.0,,Yes
Hungary,19.0,15.0,Vettel,Albon,1.0,,
Hungary,20.0,5.0,Verstappen,Alonso,1.0,,Yes
Hungary,20.0,9.0,Perez,Bottas,1.0,,Yes
Hungary,20.0,11.0,Norris,Zhou,1.0,,Background (R)
Hungary,20.0,18.0,Gasly,Magnussen,1.0,,
Hungary,21.0,4.0,Verstappen,Ocon,1.0,,PiP
Hungary,21.0,8.0,Perez,Schumacher,1.0,,
Hungary,21.0,9.0,Norris,Bottas,1.0,,
Hungary,21.0,16.0,Tsunoda,Albon,2.0,,
Hungary,23.0,15.0,Tsunoda,Schumacher,1.0,,
Hungary,24.0,10.0,Ricciardo,Ocon,3.0,,Yes
Hungary,24.0,11.0,Ricciardo,Alonso,2.0,,Yes
Hungary,24.0,16.0,Gasly,Schumacher,1.0,,
Hungary,27.0,11.0,Stroll,Alonso,1.0,,
Hungary,28.0,16.0,Schumacher,Zhou,1.0,,
Hungary,28.0,18.0,Latifi,Magnussen,3.0,,
Hungary,29.0,9.0,Stroll,Ocon,1.0,,
Hungary,31.0,1.0,Leclerc,Russell,1.0,,Yes
Hungary,31.0,11.0,Vettel,Alonso,1.0,,Replay
Hungary,38.0,10.0,Vettel,Ocon,1.0,,Replay
Hungary,38.0,15.0,Zhou,Schumacher,1.0,,
Hungary,40.0,18.0,Magnussen,Latifi,2.0,,Yes
Hungary,41.0,3.0,Verstappen,Leclerc,1.0,,Yes
Hungary,42.0,5.0,Russell,Perez,1.0,,Yes
Hungary,45.0,3.0,Verstappen,Leclerc,1.0,,Yes
Hungary,45.0,19.0,Albon,Tsunoda,4.0,,
Hungary,48.0,12.0,Stroll,Zhou,2.0,,
Hungary,49.0,11.0,Stroll,Ricciardo,1.0,,Yes
Hungary,49.0,13.0,Vettel,Zhou,1.0,,Yes
Hungary,51.0,12.0,Vettel,Ricciardo,1.0,,Yes
Hungary,51.0,14.0,Gasly,Zhou,1.0,,Background
Hungary,54.0,2.0,Russell,Leclerc,1.0,,Yes
Hungary,55.0,13.0,Gasly,Ricciardo,2.0,,Replay
Hungary,56.0,17.0,Albon,Latifi,1.0,,
Hungary,58.0,17.0,Zhou,Albon,1.0,,
Hungary,62.0,10.0,Stroll,Bottas,1.0,,Replay
Hungary,62.0,11.0,Vettel,Bottas,2.0,,
Hungary,62.0,16.0,Zhou,Magnussen,1.0,,
Hungary,63.0,3.0,Hamilton,Sainz,1.0,,Yes
Hungary,65.0,2.0,Hamilton,Russell,1.0,,Yes
Hungary,69.0,14.0,Zhou,Schumacher,14.0,,
Hungary,69.0,16.0,Magnussen,Albon,13.0,,
Belgium,2.0,9.0,Leclerc,Stroll,Les Combes,,Yes
Belgium,5.0,6.0,Verstappen,Ricciardo,Bus Stop,,Yes
Belgium,5.0,7.0,Verstappen,Albon,Speakers,,Yes
Belgium,5.0,15.0,Tsunoda,Schumacher,Les Combes,,
Belgium,5.0,15.0,Gasly,Schumacher,Bus Stop,,
Belgium,6.0,5.0,Verstappen,Vettel,Bus Stop,,Yes
Belgium,6.0,7.0,Albon,Ricciardo,Les Combes,,Yes
Belgium,6.0,16.0,Leclerc,Schumacher,La Source,,
Belgium,6.0,17.0,Latifi,Schumacher,Les Combes,,Background
Belgium,7.0,4.0,Verstappen,Alonso,Les Combes,,Yes
Belgium,7.0,10.0,Ocon,Magnussen,Les Combes,,
Belgium,8.0,3.0,Verstappen,Russell,Les Combes,,Yes
Belgium,8.0,14.0,Leclerc,Tsunoda,Bus Stop,,Yes
Belgium,8.0,15.0,Leclerc,Gasly,Fagnes,,Yes
Belgium,9.0,11.0,Norris,Magnussen,Les Combes,,Yes
Belgium,9.0,13.0,Leclerc,Zhou,Fagnes,,
Belgium,10.0,12.0,Leclerc,Magnussen,Les Combes,,PiP
Belgium,11.0,12.0,Zhou,Magnussen,Les Combes,,
Belgium,12.0,1.0,Verstappen,Perez,Les Combes,,Yes
Belgium,12.0,5.0,Sainz,Ricciardo,Pouhon,,Yes
Belgium,12.0,7.0,Leclerc,Norris,Les Combes,,
Belgium,12.0,13.0,Alonso,Latifi,Bus Stop,,Replay
Belgium,12.0,14.0,Schumacher,Alonso,Eau Rouge,,
Belgium,12.0,14.0,Alonso,Schumacher,Malmedy,,
Belgium,13.0,4.0,Sainz,Vettel,Bus Stop,,Yes
Belgium,14.0,5.0,Leclerc,Stroll,Les Combes,,Yes
Belgium,14.0,6.0,Russell,Stroll,Bus Stop,,
Belgium,14.0,9.0,Alonso,Tsunoda,La Source,,
Belgium,14.0,9.0,Tsunoda,Alonso,Les Combes,,
Belgium,14.0,12.0,Albon,Schumacher,Eau Rouge,,
Belgium,14.0,13.0,Ricciardo,Schumacher,Paul Frere,,
Belgium,14.0,14.0,Ocon,Schumacher,Blanchimont,,
Belgium,15.0,9.0,Albon,Vettel,Les Combes,,
Belgium,15.0,11.0,Ocon,Latifi,Bus Stop,,Replay
Belgium,15.0,12.0,Ocon,Ricciardo,Bus Stop,,Replay
Belgium,16.0,4.0,Russell,Leclerc,Les Combes,,Yes
Belgium,16.0,6.0,Alonso,Tsunoda,Les Combes,,
Belgium,16.0,15.0,Zhou,Magnussen,Les Combes,,
Belgium,16.0,17.0,Schumacher,Latifi,Eau Rouge,,Replay
Belgium,17.0,8.0,Vettel,Albon,Les Combes,,Yes
Belgium,18.0,1.0,Verstappen,Sainz,Les Combes,,Yes
Belgium,18.0,13.0,Stroll,Norris,Les Combes,,
Belgium,20.0,8.0,Ocon,Albon,La Source,,PiP
Belgium,20.0,11.0,Stroll,Gasly,La Source,,
Belgium,20.0,11.0,Gasly,Stroll,Les Combes,,
Belgium,20.0,16.0,Tsunoda,Schumacher,Les Combes,,
Belgium,21.0,2.0,Perez,Sainz,Les Combes,,Yes
Belgium,21.0,11.0,Stroll,Gasly,Les Combes,,Yes
Belgium,24.0,16.0,Gasly,Schumacher,Les Combes,,
Belgium,26.0,14.0,Tsunoda,Magnussen,Les Combes,,
Belgium,27.0,10.0,Alonso,Zhou,Rivage,,Replay
Belgium,27.0,13.0,Gasly,Magnussen,Les Combes,,
Belgium,27.0,17.0,Latifi,Stroll,Eau Rouge,,Yes
Belgium,27.0,17.0,Stroll,Latifi,Bus Stop,,Replay
Belgium,28.0,9.0,Alonso,Norris,Les Combes,,Yes
Belgium,28.0,14.0,Albon,Schumacher,Les Combes,,
Belgium,29.0,6.0,Leclerc,Ocon,Les Combes,,Yes
Belgium,29.0,8.0,Alonso,Ricciardo,Les Combes,,Yes
Belgium,29.0,14.0,Stroll,Schumacher,Les Combes,,
Belgium,29.0,16.0,Zhou,Latifi,Blanchimont,,
Belgium,30.0,15.0,Zhou,Norris,Les Combes,,
Belgium,31.0,5.0,Leclerc,Vettel,Les Combes,,Yes
